modelo_fuente,tipo_patron,descripcion_patron,palabras_clave,peso_o_confianza,longitud_tipica_texto,tipo_titular,intensidad_emocional,uso_puntuacion,estructura_narrativa,etiqueta
text_analysis,lexico,bigrama_frecuente_fake,a la,413.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,en la,375.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,de los,370.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,iniciativa vers,278.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,vers per,278.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,per catalunya,277.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,que el,263.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,que se,226.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,de las,212.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,que la,185.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,del gobierno,184.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,de que,168.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,a los,161.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,que no,160.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,con el,159.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,de <num>,159.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,el presidente,156.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,el gobierno,147.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,y el,140.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,y la,138.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,del iniciativa,137.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,<num> de,137.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,por el,131.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,por la,131.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,a las,128.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,presidente del,125.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,en las,117.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,la formacion,113.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,con la,107.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,de madrid,107.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,en un,99.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,coalicion canaria,97.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,lo que,97.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,se ha,95.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,en los,93.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,de un,91.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,el partido,90.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,del partido,86.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,en una,86.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,del bng,86.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,y que,85.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,de su,85.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,nueva canarias,82.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,el lider,81.0,,,,,,FAKE
