token,importance,mean_frequency,normalized_importance
maniobro,3.206356757614757e-08,4.522059015532638e-05,0.0007090322889136837
larga,3.2178294090328995e-07,0.00045428339069930823,0.0007083292921598064
recibiran num,2.0715561690138316e-08,2.9328424018021047e-05,0.0007063064613000901
principado,9.649586459404374e-08,0.00013817622038087766,0.0006983485724206811
magnate,9.439602996957984e-08,0.00013538147471294827,0.0006972544280175698
alto riesgo,3.816051296755991e-08,5.492607126615928e-05,0.0006947487293223061
principe,6.177410046713355e-08,8.922219698645226e-05,0.0006923547076721918
judicialmente,4.213192246479809e-08,6.171282596859594e-05,0.000682698273904418
ejecutivo equo,3.663827423333e-08,5.370188867813456e-05,0.00068224028790927
petroleo,3.2177698801510004e-08,4.758916954181776e-05,0.0006761417139570236
casado lider,3.589504791166577e-08,5.32425616735911e-05,0.0006741669186543127
apoyo guerra,9.01387611369815e-09,1.3385951572503258e-05,0.000673332988834636
desencallar,7.916574445561043e-08,0.00011819647148505444,0.0006697752791236367
desleal,1.0226900747161554e-07,0.0001527776552390342,0.0006693932952322932
amnistia fiscal,5.2645060273369016e-08,7.87534777880983e-05,0.000668470692104887
verbal,5.23695806198959e-08,7.869142721456454e-05,0.0006654970811499284
abandonar subcomision,7.391357457227445e-09,1.1156704712239026e-05,0.0006624442614187281
garcia ministro,2.2370336183629953e-08,3.391282891125322e-05,0.0006596228412359264
senador eh,1.976495083940391e-08,2.999570631633657e-05,0.0006589040353620316
ayuso gobierno,2.210605568419582e-08,3.378180625676607e-05,0.0006543581819751397
gobierno gallego,7.05666944339997e-08,0.00010836204678563976,0.0006512062601339775
mancha num,1.2901400999686066e-08,1.9865098550291453e-05,0.0006494179502344607
valladolid num,2.4131802630067586e-08,3.741472469477002e-05,0.0006449641915780061
rebatir,3.787784073068573e-08,5.896488161081901e-05,0.0006423687681070122
difundir,1.456104712940379e-07,0.00022688838411570546,0.0006417685510564998
generado,7.780325070377664e-07,0.001216416517449646,0.00063960975230692
candidata equo,2.043292159448876e-08,3.198587913825705e-05,0.00063879072122577
exdirector cni,3.7025736118678056e-08,5.803534677803153e-05,0.0006379749617991701
abordo,2.3288151083170104e-08,3.670242812120721e-05,0.000634495257670883
josep costa,3.0472267477193275e-08,4.834810296951871e-05,0.0006302550741511018
frente isabel,1.5180917979252327e-08,2.4087940311674067e-05,0.0006302028143552375
num presidente,9.39277836929014e-08,0.00014924978215596012,0.0006293285859952898
presidencia partido,1.0800937775508755e-07,0.00017210468413173183,0.0006275758891984987
pp candidato,2.1586621366415106e-08,3.443373289905688e-05,0.0006268851113117341
pp isabel,2.502356373833016e-08,3.997113040628893e-05,0.000626025270206592
pedia,3.8717769636058945e-07,0.0006199792739302996,0.0006245000246638772
pedir apoyo,2.2454115764032907e-08,3.608552826524059e-05,0.0006222298692462818
diputado unidas,7.729489260023974e-08,0.00012522254393333249,0.0006172552714319491
coordinador eh,2.7577692556425735e-08,4.5146755544862925e-05,0.0006108319721236646
catalunya numero,2.009588611543247e-08,3.2920905518304216e-05,0.0006104107827008791
turno,1.3053754670925345e-07,0.00021418033300089166,0.0006094720995536525
administradora,8.562994274638751e-08,0.00014073683363308078,0.0006084358451163482
calentamiento global,3.565856636730458e-08,5.8684436042054835e-05,0.0006076220740994602
interno partido,2.0174484214537158e-08,3.325806752310836e-05,0.0006065859844242461
gobierno estable,5.346681221987485e-08,8.857290750718784e-05,0.0006036406626357313
mercantil,1.0039072372026851e-07,0.000166786962613515,0.0006019062895617729
concha,8.958483404432171e-08,0.0001496003244186043,0.0005988238031479689
trazar,3.9038822842268293e-08,6.536327501024124e-05,0.0005972501467529734
criticado,8.623575149902061e-07,0.0014559250030438896,0.0005923086154016647
presidencia felix,1.5708715841585713e-07,0.0002657861169611623,0.0005910262326176299
lab,3.643834181733412e-08,6.191851347656529e-05,0.0005884791364054395
arnaldo otegi,1.0542594196114032e-07,0.00018030039491742829,0.0005847206118922248
aporte,6.960804266021041e-08,0.0001203452343833341,0.0005783981776986114
desvelo,8.696710305849295e-08,0.00015040090908603895,0.0005782313774271478
camiseta,3.142262501992536e-08,5.4373907729963565e-05,0.0005778883373186813
sanchez sahara,1.5810627724160874e-08,2.7365617187668638e-05,0.0005777340917124796
energetica,2.569310020630849e-07,0.00044491082239209975,0.0005774874685992322
pedira,3.0299005068109005e-07,0.0005249265685867773,0.0005772035397127402
ventaja,1.2420332936166406e-07,0.0002156970977467317,0.0005758202351302192
introduccion,3.989846009696944e-08,6.933139596304973e-05,0.0005754663392598329
respetuoso,2.697895356239318e-08,4.7269505183174255e-05,0.0005707354608936193
cargar dureza,6.058565514993215e-09,1.0660180214453947e-05,0.0005682828160787757
monton,6.495999393338562e-08,0.00011592565366363479,0.0005603542574589386
castellano,1.9079143725619494e-07,0.0003432737862995837,0.000555797992951591
navideno,6.066045546269102e-08,0.000109264625298706,0.0005551650420419037
pnv pse,3.913561203642766e-08,7.055943304081904e-05,0.0005546396237929521
alcanzado gobierno,2.6279515568543978e-08,4.76975690288578e-05,0.0005509497685904325
senado martes,1.8998499039219445e-08,3.4603456454716825e-05,0.0005490188543802374
inarritu gobierno,3.177292798128317e-08,5.7973287363026e-05,0.0005480520662949425
academico,6.754611806199175e-08,0.00012411752486422834,0.0005442065810553227
pacto violencia,7.941350915478252e-08,0.00014647397362363163,0.0005421643519720716
prat,1.185207681523325e-07,0.00021934742718562213,0.0005403310599169927
satisfactoriamente,1.569598804705545e-08,2.920613828146082e-05,0.0005374024629115565
teniente fiscal,3.3405597347806097e-08,6.244802895604665e-05,0.0005349258091958143
llevado,4.304557407038765e-07,0.000805776560628048,0.0005342116258094429
lunes presidente,3.2024631099301235e-08,6.0500063981566315e-05,0.0005293234365111102
jurado,9.024079559695112e-08,0.00017073653277272573,0.0005285351974546427
permanencia,9.399039370624362e-08,0.00017818111539072575,0.0005274962276664932
bugallo,2.1782810113314906e-08,4.1373010458875673e-05,0.0005264853436184597
paradojicamente,1.581734513770605e-08,3.0421197399765844e-05,0.0005199277662246644
necesario gobernar,1.1032769913191401e-08,2.1249719866944536e-05,0.0005191715848813602
sueno,4.747340932661662e-08,9.377695747082203e-05,0.0005062320678224138
soberanista independentista,4.005017978743999e-09,7.96764053357894e-06,0.0005025973956118752
faes,7.330046561722356e-08,0.00014649279949317484,0.000500365652818218
bildu jxcat,1.4570350095492972e-08,2.913413711452299e-05,0.0005000954702296593
alma,5.958429766666102e-08,0.00011949761131007871,0.000498619163967101
pulso,9.217923643117227e-08,0.0001856946421483118,0.0004963995674036894
dirigente autonomico,5.118929191611389e-09,1.0331728592565284e-05,0.0004954092373329747
debia,1.6276840661420327e-07,0.0003316496659355806,0.0004907826919479763
jaime miquel,3.680281244026794e-08,7.517827954951073e-05,0.0004895339867686648
subir num,8.417738028889518e-09,1.7206485335302777e-05,0.0004891904810530181
vision,1.0316115752234815e-07,0.00021180741334438717,0.0004870493853075354
conflicto sahara,3.231625382082585e-08,6.657934028305202e-05,0.00048537231386082185
obligatoriamente,3.1736138647217926e-08,6.645906102811333e-05,0.0004775219606523261
avanzado,2.12541347933964e-07,0.0004463218426616364,0.00047620540025798
comparecencia cristina,1.1553406142635605e-08,2.4648809174317962e-05,0.00046870164636701603
declarado,4.459001767445205e-07,0.0009528600688320924,0.0004679592768870846
catalunya vasco,3.2186018013281715e-08,6.897481473857139e-05,0.0004666275872966708
contenedor,9.901636468871154e-09,2.141413978514312e-05,0.00046236618430763054
electricidad,1.1355346236661883e-07,0.00024722447504019386,0.0004593113324917561
puesta marcha,1.0584374114941257e-07,0.00023079092434091436,0.00045861111237612223
num casado,1.3077058975121204e-08,2.8838495951860333e-05,0.00045344270222162636
sanchez mes,3.2866803236991805e-09,7.316037304807012e-06,0.00044918184598293057
blindar,1.025861342644078e-07,0.00023158013727736954,0.0004429813907578244
riba,2.9133078296960415e-07,0.0006596678310499451,0.00044163187535466083
direccion pp,1.0819044653341567e-07,0.000245598953114143,0.0004405149315445267
satisfacer,1.8288886187606796e-08,4.1576404798378956e-05,0.0004398756073471871
urge,8.15341480972978e-08,0.0001869745325342292,0.00043606854325911083
interior generalitat,1.808502476906998e-08,4.21579209776474e-05,0.000428972666986867
instalar,3.603895606343163e-08,8.417468250890658e-05,0.0004281397547280757
introducido,5.555456757963781e-08,0.00012976744557797708,0.00042810536361287773
favorito,5.599849736141047e-08,0.0001313731775258848,0.00042625193486274743
federal mes,2.4620388783794122e-08,5.8130223224716754e-05,0.00042353123533319704
arrimar,3.570866272905241e-08,8.468317517438165e-05,0.00042166866070928995
vicepresidenta yolanda,6.347138079473466e-08,0.00015132014229139807,0.0004194482002555087
sanchez evitar,2.9495111323815774e-09,7.0460527960575115e-06,0.00041854534338549125
roldan,1.5359776620570123e-07,0.000368810413680208,0.00041646695440636237
eduard,3.590228296313866e-08,8.764223433991717e-05,0.0004096412373817079
ley partido,6.1171286718334736e-09,1.5160558306464683e-05,0.0004034630575687733
reforma codigo,1.3850405742000206e-07,0.00034480630566317827,0.0004016853910725964
rivera casado,1.7152938401659806e-08,4.36935621106813e-05,0.0003925646023917174
pp mes,2.6749891935776847e-08,6.828312991504654e-05,0.000391743908417034
britanica,6.996787369091168e-08,0.00017864310890059682,0.00039166068291590856
sacar norma,2.224825510913457e-08,5.697091204710164e-05,0.00039051269844587246
encargado defender,1.0003371919670747e-08,2.577751538940653e-05,0.00038805073793278066
pleno municipal,4.170865552192762e-08,0.00010793503473382427,0.0003864201202571808
atraco,2.4232623047288667e-08,6.401952587061584e-05,0.00037851333955397833
exsocio,3.3199011092632944e-08,8.771970496579079e-05,0.00037846265719797685
bildu junts,2.5652350111382867e-08,6.81224525366654e-05,0.0003765568120255834
contar presencia,3.998745000140887e-09,1.0682825542583897e-05,0.0003742802598378806
casado ayuso,1.9806565876572755e-08,5.325834219725192e-05,0.00037188904442749074
congreso comision,2.1001271209593086e-08,5.649049530421933e-05,0.0003717598745881401
viable,4.352034169348495e-08,0.00011893531210950628,0.0003659129909242114
melchior,1.2426034048091752e-08,3.422806132809191e-05,0.00036302584897043795
senado ander,1.1006832923355238e-08,3.05556200942001e-05,0.00036021107339173375
incluido unidas,4.6614605053224505e-09,1.2951481134200737e-05,0.00035988938775706594
caso pegasus,6.181423132358831e-08,0.00017194494767615678,0.00035949804086112756
pp ciudadanos,4.999149547679563e-07,0.0013906343190674623,0.00035948673812138704
electoral pp,1.9269850155183396e-08,5.375475710683892e-05,0.00035847044469831946
centro partido,9.355662024727712e-09,2.6153957302956095e-05,0.00035770129220093634
popular vox,2.4788595473364294e-08,6.977471045770391e-05,0.0003552610974615651
ingreso num,1.4100409150987445e-08,4.018641348924544e-05,0.0003508663018275823
asegurado,1.1882990648616196e-06,0.003392459879558051,0.0003502764238261235
recurso amparo,6.288368994753733e-08,0.00017990958573124146,0.000349527459387386
polemico mensaje,1.1643906161682638e-08,3.377182004810507e-05,0.00034477150990344836
respuesta escrito,1.637708350806198e-08,4.772461448586627e-05,0.00034315081501804407
nivel nacional,7.309696702519127e-08,0.0002139798846601922,0.0003416051258095851
supervivencia,6.857187592661776e-08,0.00020246870411662986,0.0003386772170473361
llarena,1.742339925709677e-07,0.0005237391900540645,0.0003326725652904008
unica opcion,2.9934917424449884e-08,9.193950313186945e-05,0.00032559009799537967
ione,3.839076286304206e-07,0.0012149253900875065,0.000315992501078826
jimenez,6.379893878793441e-08,0.00020380681904432786,0.0003130347946761466
inarritu eh,1.0495452000934338e-08,3.374213386011378e-05,0.0003110396338539418
homosexual,2.1160166269423005e-08,6.822400336757598e-05,0.0003101526599481181
correctamente,2.4673903584888703e-08,8.079683234866253e-05,0.0003053782863680641
presidente coalicion,2.3631417992835844e-08,7.772959599729573e-05,0.00030401694068649604
fuego amigo,1.0797238288458725e-08,3.5522032224760745e-05,0.0003039503559308399
federal psoe,2.513535373977974e-08,8.28466764437299e-05,0.0003033923800729844
plaza colon,3.5249187686813585e-08,0.00011758510618266998,0.0002997734071749428
borrar,3.845691990369011e-08,0.00012942397166721483,0.0002971367844110705
catalunya presidencia,1.746114529103879e-08,5.8996685380681404e-05,0.000295963225987106
catalunya presidente,1.820674267956884e-08,6.233329630240412e-05,0.000292082268663818
nerviosismo,1.3514950473948724e-08,4.655904563822399e-05,0.0002902692703302136
clausura,4.2606340771139715e-08,0.00014734687741924828,0.0002891547643398492
responde,3.745299218198671e-07,0.0013045857518013022,0.0002870870191673621
peligroso,3.513137407551773e-08,0.00012290930680421646,0.0002858293579193356
acto pedir,3.634296753632613e-09,1.279730103352714e-05,0.0002839671253326522
comunidad gobierno,9.28796676316379e-09,3.286111073501269e-05,0.00028263451602541145
fuerza num,4.406137642984696e-08,0.00015641694568166963,0.00028169003395248174
busca,7.493476058619436e-07,0.0026710875630512774,0.0002805401573828528
trimestre,5.261420142009756e-08,0.00019116335888266314,0.0002752301826952597
regulador,9.558722452674268e-09,3.523914736137279e-05,0.0002712452463564813
trans,1.1473233620800888e-07,0.000423474720107628,0.0002709301401715527
nacionalismo,3.129914556145032e-08,0.00011904190739625586,0.00026292322865792796
facultad,3.100708219884847e-08,0.00011871590788806113,0.000261185055696407
sanchez reunio,6.20589810641025e-09,2.4369004731484905e-05,0.0002546531350645378
jueves moncloa,5.58107219968483e-09,2.205919088893721e-05,0.00025299292412214063
cs equo,1.1359011253680637e-08,4.5273473195867904e-05,0.0002508921794526225
omision deber,1.5282570558953406e-08,6.107236833177558e-05,0.0002502329734939821
contesta,6.140462182820945e-08,0.00024742971647528846,0.000248168952921179
frenar ultraderecha,1.605258158217946e-08,6.570979213794064e-05,0.00024429140267373046
votacion investidura,2.4248811645001518e-08,9.945570167167465e-05,0.0002438127470288671
etiqueta,2.1952202307366788e-08,9.029434916011274e-05,0.00024311553708531423
politicamente,4.056926364152734e-08,0.00016715014115822587,0.00024271006084920673
temporal nieve,8.239964181017993e-09,3.408650193344976e-05,0.00024172977524446255
elevado,3.6230715989441454e-08,0.0001502534339447267,0.00024112909708055242
variable,3.1269153619572804e-08,0.00013070601231884876,0.00023923088030881111
jaime,6.521037483235199e-08,0.0002728737648496045,0.0002389754687220448
afianzar,1.4508047347801653e-08,6.170942362453301e-05,0.0002350988130639565
inmovilismo,1.923001544816962e-08,8.197962599058068e-05,0.00023456780447589031
convocatoria num,1.4063811558476454e-08,6.055392583301436e-05,0.00023224884458216785
ciudadano pie,3.2377617794737157e-09,1.4022157142379935e-05,0.0002308867929382855
alvarez conde,3.026665836378213e-08,0.00013362932070799582,0.00022649544058133143
doblar,1.0543482073087927e-08,4.682411303838918e-05,0.000225167252974786
legislatura ejecutivo,7.4055094695899665e-09,3.3572067700253725e-05,0.00022057887398636497
pedir gobierno,1.707338446806957e-08,7.758952191034177e-05,0.00022004471741791335
pse elkarrekin,7.914794483829195e-09,3.610969030636242e-05,0.00021918147830130708
nochebuena,1.497661255967887e-08,6.915867689727417e-05,0.00021655122220892202
califico,4.396132586406194e-08,0.00020829540901823066,0.00021105177026942569
expulsado,4.5263784383112815e-08,0.00021528441520967813,0.00021025012000477583
nego,7.644575554742123e-08,0.00036406300399081644,0.00020997889027597898
conformado,1.9920980792284474e-08,9.493236732277515e-05,0.0002098417169229106
asistido,4.478574710513453e-08,0.0002192227857674035,0.00020429237159809029
invitacion,3.840211545577907e-08,0.0001908082327123791,0.00020125921010156477
equo evitar,4.737944691658714e-09,2.3733535340768566e-05,0.00019962239090143025
mertxe aizpurua,2.6232950224283364e-08,0.0001335135556707821,0.000196480077340542
ruiz escudero,2.3320077641001488e-08,0.00011952220465144718,0.00019510920669343958
eajpnv volver,2.2123961829387588e-09,1.1462344016468603e-05,0.0001929974516825422
celula yihadista,1.2627425021968742e-08,6.547477636581828e-05,0.00019285643825616257
falange,2.9818310410910846e-08,0.0001573127238334374,0.00018954678386789861
paralisis,3.4040703007363795e-08,0.00018129888013373094,0.00018775910376915084
comprobar,5.5155692123397e-08,0.000296988203841629,0.00018571615200129986
convertido,1.1458415316206426e-07,0.0006183719915093308,0.00018529941432659621
alcaldia tarragona,3.8037326504861924e-09,2.0620870054861716e-05,0.00018445139264125284
auspiciado,1.2076736835090739e-08,6.557606785414679e-05,0.00018416097624174364
compartido,3.7777973137969144e-08,0.00020717348534929366,0.00018234857962492795
lopez miras,2.8440468748256606e-08,0.0001563901736782249,0.0001818546921757421
receta,1.2140889444600277e-08,6.716593285776514e-05,0.00018075694285922233
bonificacion num,1.0226015153421243e-08,5.665586772693885e-05,0.0001804903017707603
pnc eajpnv,1.1028611442396912e-08,6.205492854849066e-05,0.0001777205127754897
acusacion particular,2.5302734937820125e-08,0.00014324766218938817,0.00017663505230064585
debacle,2.8874878826555465e-08,0.00016412972639138435,0.00017592610147657998
banez,1.048352015311503e-08,6.136676649297713e-05,0.00017083105272072682
formacion ejecutivo,1.3895240732045361e-08,8.18603076446244e-05,0.00016974125055963264
participe,3.065368541607514e-08,0.00018124295268491858,0.0001691294245241091
intelectual,2.4963043338893015e-08,0.00014762210316190757,0.0001690998414490344
mostrar solidaridad,2.299257207560058e-09,1.3632560882785484e-05,0.0001686468580973025
mercado electrico,1.0423555777418039e-08,6.352097671438102e-05,0.00016409369349896513
ley violencia,2.3761120144356628e-08,0.0001460018463419688,0.00016274422547011983
padre madre,2.994196899717315e-09,1.87800035048672e-05,0.00015942688573277527
alza,3.2646644104451e-08,0.00020553525628229277,0.00015883642475034978
decision admitir,1.9675142425630678e-09,1.240686387157883e-05,0.0001585699410411659
secretaria partido,2.018619846545182e-08,0.00012928158202029784,0.0001561401246014913
politico valorado,7.262200711712387e-09,4.7145994751864245e-05,0.00015403316266357
tarragona,3.535831871664551e-08,0.0002303214806215161,0.00015351657650279074
retraso,5.348947781277833e-08,0.0003526569587705564,0.0001516752322824486
respuesta sanchez,3.564046213448684e-09,2.375637175341783e-05,0.00015001853952703947
recorrido,5.7447093612322114e-08,0.0003841425403598269,0.00014954590557090058
acaparar num,2.8700684050219125e-09,1.952372557792593e-05,0.00014699660661385817
decretoley,2.8619792584700882e-08,0.00019480239481738885,0.00014691629276547996
delgado fiscal,8.14851219935969e-09,5.595952123154607e-05,0.0001456117995335292
ejecutivo foral,4.983241659157536e-09,3.470006335588686e-05,0.00014360486905114263
abstencion erc,9.628878804655992e-09,6.713710923785343e-05,0.0001434189749154731
connivencia,1.766361266539649e-08,0.00012524582463869504,0.00014103042305744264
catalunya nivel,2.152781181345182e-09,1.5328830205083363e-05,0.00014043085621596261
cup esquerra,8.25725767826023e-09,5.915717190867322e-05,0.000139579324577635
torturador,1.852850530874314e-08,0.0001327833976849428,0.00013953827130131418
siguio,1.8084959784115402e-08,0.00013026759926212006,0.00013882823555756317
ministra economia,2.8527854597197425e-08,0.00020990071257753886,0.00013591053758867775
andaluz hacienda,5.263582454834939e-09,3.987911540159913e-05,0.000131985135996469
escanos derecha,4.831340195667827e-09,3.8724519065122844e-05,0.00012475856521233957
teodoro garciaegea,5.4201917159657106e-09,4.395911940263396e-05,0.00012329792979681826
estructura gobierno,1.6072031441402563e-08,0.00013076155779305604,0.00012291004177845814
control ejecutivo,1.529804890218932e-08,0.0001256186003523063,0.00012178074806228641
illana,1.1081393385960174e-08,9.14245518801108e-05,0.00012120674317056958
transparente,1.2723960324718583e-08,0.0001063185063504709,0.00011967663095401709
visiblemente emocionado,2.512620626130072e-09,2.1100169381242574e-05,0.00011907494701993206
oir,2.2267100291958634e-08,0.00018718126719082374,0.00011895945393832818
rumbo,3.977979324740333e-08,0.00033575066166312365,0.00011847981049552146
consenso partido,1.934898720390014e-09,1.6343187892849855e-05,0.00011838451277450627
barcenas,1.124258848393953e-07,0.000954441778846212,0.00011779216871995458
memorial,1.6858251375766412e-08,0.00014551726741993427,0.00011584972577440841
entrar ejecutivo,2.7968746050699474e-09,2.4625840725777623e-05,0.00011357017476230227
jose,1.129209088878311e-06,0.009951904071738694,0.00011346662581067277
num actual,6.160948573145934e-09,5.595753878407945e-05,0.00011009845337310275
desacuerdo,2.2019107580560178e-08,0.00020322956037462732,0.00010834545523060612
pleno congreso,3.783953190611285e-08,0.00034944227350388295,0.00010828519183298111
pacto alcanzado,9.006804780693015e-09,8.553237658917948e-05,0.00010530163942846649
indulto expresidente,2.576065568494664e-09,2.4621461727502454e-05,0.00010462258392373848
equo bng,3.5659666320085036e-09,3.602194120304481e-05,9.899154574605066e-05
vicepresidencia derechos,1.0906965224141596e-08,0.00011334799708129741,9.622462928647513e-05
martinezmaillo,1.4962299030573937e-08,0.00015645345343768218,9.563357706870015e-05
periodo prueba,1.714733789761727e-09,1.8374293982628928e-05,9.3317352711894e-05
rufian,1.7371551104954163e-07,0.0018618804171386494,9.330106066395393e-05
confia,7.141363411992171e-08,0.000782177741713257,9.130091411523123e-05
equo secretario,2.730701167675745e-09,2.9946916246585386e-05,9.118167505183589e-05
motor,1.0503958468440733e-08,0.00011786864318365429,8.911504425337381e-05
pelaez,4.331809796213382e-09,4.8925587186123465e-05,8.853692941497395e-05
frio,5.332888979417048e-09,6.050257727550897e-05,8.814171359047441e-05
cifuentes,1.0488370304606097e-07,0.0011949118597002837,8.777518979280935e-05
equo asamblea,3.5683081288532425e-09,4.297695824521956e-05,8.302646925415879e-05
gasto social,4.3578347749949475e-09,5.408200602135286e-05,8.05767854929218e-05
intolerable,1.2646187258539666e-08,0.00015876520047205736,7.965289350591582e-05
tercer aniversario,1.4138166682569942e-09,1.7943468050251176e-05,7.878844133455406e-05
cesado,2.013775889457489e-08,0.00027159351980853843,7.414641101289922e-05
ione albert,3.7397708335996736e-08,0.0005053406295301884,7.40048041772554e-05
disgusto,4.107575763926157e-09,5.661078621205204e-05,7.255690093473324e-05
jose manuel,1.0046080774798571e-07,0.0015148664779016847,6.631656512102218e-05
tomadura,1.1314193320587445e-09,1.8503201036832003e-05,6.114391698440217e-05
apartamento,5.4306509806080355e-09,9.350261222037483e-05,5.807958485933952e-05
unides podem,7.690666046136939e-09,0.00013299680186375172,5.7825512439788786e-05
trato favor,7.762245980254088e-09,0.00013445169125214917,5.7732172617482003e-05
amarrar,2.2223595049924515e-09,3.921631847266777e-05,5.6667808803432314e-05
pisar,5.499466436123056e-09,0.00010062625269244627,5.465185910353171e-05
ruiz gallardon,2.705507210051151e-09,4.9512339480747044e-05,5.464198614805957e-05
personaje,5.978052856089894e-09,0.00011617750897128127,5.1455754674624355e-05
mes fecha,6.465869471833669e-10,1.2629245216061504e-05,5.1193538694016934e-05
comparezca,1.1303296098866598e-08,0.000246941748865836,4.5772941909736644e-05
torturado,4.0935871154007365e-09,9.095141919781995e-05,4.500800695028524e-05
frente comunidad,3.1692416924216126e-09,7.059642148186215e-05,4.489174853554464e-05
necesario presentar,5.542266839237841e-10,1.2932793084721713e-05,4.285105539367835e-05
danza alicia,7.974114509234618e-10,1.8950536690742286e-05,4.207634789388835e-05
calle genova,3.6235566662328136e-09,8.656834251352796e-05,4.185727373020732e-05
tipificacion delito,5.879697315732023e-10,1.5167237841290139e-05,3.876321941449676e-05
lobby,1.1902423427810342e-08,0.00030910816005146665,3.850556685485668e-05
misiva,7.603135051111998e-09,0.00021031429154293063,3.615112812450923e-05
fernandez vara,3.76596928010955e-09,0.00010452551546601095,3.602884170891678e-05
cambiar rumbo,6.342362073368194e-10,1.776515453441872e-05,3.569912701750405e-05
incumplido,7.146735887998085e-09,0.00021522035330967735,3.320644433322005e-05
tarda,6.274823531516291e-09,0.0001896057104896084,3.309388953224939e-05
tendria,1.943353542607173e-08,0.0006225854616340443,3.121419533451844e-05
revista,5.518854094205482e-09,0.00018630748454730308,2.9622129703944127e-05
comite director,1.5229461214567042e-09,5.227756553282286e-05,2.9131367816519937e-05
pactar candidatura,3.22201238667533e-10,1.112918265163732e-05,2.8948423287567088e-05
partido felix,5.00903023303774e-10,1.8528750789731996e-05,2.7032366975023887e-05
ciclo electoral,4.524570817622706e-09,0.00017376968095255728,2.603759617456987e-05
testificar,1.406599817534195e-09,5.5938715259539204e-05,2.5144922726333192e-05
secretaria organizacion,3.319804175415405e-09,0.00014099099035300914,2.3546048020908384e-05
ferrol,2.445376419043152e-09,0.0001314958841746246,1.8596459029369494e-05
pasaporte,3.1028724280799425e-09,0.00017002531349031116,1.82493660209645e-05
anonimo,1.0582964591838022e-09,6.608626723735542e-05,1.6013621131932757e-05
archivado,2.8146538958694074e-09,0.00019464900295026172,1.4460076307261227e-05
exsecretaria,3.6011895005439936e-09,0.00025029904428774805,1.438749046485993e-05
renunciar herencia,2.934765710415351e-10,2.7401421851089126e-05,1.0709877128246264e-05
toque queda,1.7913856930756399e-09,0.00018641557604517667,9.60958371342209e-06
disenar campana,1.3812569382188816e-10,2.6934523469176517e-05,5.128012231874809e-06
circulo,7.365838823326816e-10,0.0002525659867582167,2.9163901893394167e-06
utilizar num,2.3412443169485738e-11,1.0504440927117337e-05,2.2286016676417638e-06
laboratorio,2.138039365595056e-10,0.00012429827907924404,1.7200738261981392e-06
publicado recientemente,2.334018761169541e-11,1.493330756319476e-05,1.5628570332391396e-06
rodeado,1.5523226888617178e-10,0.00011836991564172305,1.3114054921735855e-06
negociar asunto,1.0674363764051268e-11,8.732042056365474e-06,1.2222961592485145e-06
gano elección,1.0302128733751192e-15,0.0,1.0302128733751192e-06
ciudadana,9.069316729424885e-10,0.0010868202589339384,8.34480983406689e-07
disfrutar,1.0537428705249918e-10,0.00013045042960244344,8.077664413002759e-07
vulnerabilidad,4.221635867127019e-11,0.00015799065195185402,2.672062615316859e-07
gobierno negar,2.5830313249354835e-16,0.0,2.583031324935483e-07
asegurar iniciativo,2.4282121104809416e-16,0.0,2.4282121104809416e-07
elección municipio,2.2493311011071566e-16,0.0,2.2493311011071565e-07
exsecretario iniciativo,1.98071070545203e-16,0.0,1.98071070545203e-07
cara municipal,1.6815040183100297e-16,0.0,1.6815040183100296e-07
vicesecretaria estudio,1.608664387309639e-16,0.0,1.6086643873096387e-07
ley mordazo,4.858254061087926e-17,0.0,4.858254061087925e-08
madrid jo,4.423511827485748e-17,0.0,4.4235118274857476e-08
renunciado,1.1414612881095276e-11,0.0002779741471568051,4.1063429582991896e-08
contemplar escenario,3.14796989755177e-17,0.0,3.14796989755177e-08
desescalado,1.1471856166468112e-17,0.0,1.1471856166468112e-08
carcel lider,7.026837294240536e-18,0.0,7.026837294240536e-09
partido insistir,4.482220020812192e-18,0.0,4.4822200208121925e-09
concejal iniciativo,3.5360831252159676e-18,0.0,3.536083125215967e-09
inversion infraestructura,3.1667084673300116e-18,0.0,3.1667084673300112e-09
venta arma,3.020541936126301e-18,0.0,3.0205419361263007e-09
abstencion iniciativo,2.411368933794799e-18,0.0,2.411368933794799e-09
liderazgo iniciativo,1.9199710346254995e-18,0.0,1.9199710346254995e-09
corrupcion estallar,4.8396292867711085e-19,0.0,4.839629286771108e-10
estimación key,3.7442688665273323e-19,0.0,3.7442688665273323e-10
catalo,2.0755715701843067e-19,0.0,2.0755715701843066e-10
andalucia acusar,1.8490208464298258e-19,0.0,1.8490208464298258e-10
catalunya quedar,1.0168645036009195e-19,0.0,1.0168645036009194e-10
indiz referencia,8.903690673509985e-20,0.0,8.903690673509984e-11
catalunya ultimos,5.611785109736222e-16,4.073624990645978e-05,1.377556197981433e-11
boluarte num,4.3440196369709964e-16,3.538326853600781e-05,1.2276697574094052e-11
competir coalicion,9.749816707970269e-17,1.6944782229213436e-05,5.7535359395579945e-12
catalunya boluarte,1.6995654943276672e-16,3.3468521161613673e-05,5.0779498341819884e-12
ebro,2.6684114085264983e-16,6.655016327430807e-05,4.009563886250855e-12
gobierno carmar,3.432101336913636e-21,0.0,3.432101336913636e-12
catalunya explicar,5.4969565956443324e-17,1.7270139193785108e-05,3.182741181092659e-12
garantia derecho,9.042052009695097e-17,3.151458510770424e-05,2.8690731835674196e-12
