token,importance,mean_frequency,normalized_importance
division,8.790531608641362e-06,0.0005060912452494211,0.0173694256158955
subida salario,1.9040635581774029e-06,0.00010965020579122005,0.01736472977600274
irpf,6.6627221913716275e-06,0.00038372035057123577,0.017363438811661143
buque bahri,1.5100598253232555e-06,8.705469321080024e-05,0.017345905473025575
cgpj tribunal,9.000612762816199e-07,5.188970682809799e-05,0.01734532696313651
palacio,8.453129192625228e-06,0.0004874490125383865,0.017341530362479058
tenia,2.6072481519484063e-05,0.0015037524065315102,0.01733826929750515
opinion,1.38921926937599e-05,0.0008013239335529973,0.017336528681521565
estabilidad gobierno,2.5118998626088373e-06,0.00014500994690746315,0.017322139577584952
bando,1.8714258395044988e-06,0.00010806783623299329,0.01731697966534736
federal canarias,8.573437195121799e-07,4.952424528431343e-05,0.017311246306613123
gobernar comunidad,1.000692308801378e-06,5.784595337913819e-05,0.017298963045515644
expresident catalan,1.6776696876409838e-06,9.700904681772112e-05,0.01729377258000167
politica territorial,4.65355750488207e-06,0.00026948607066634353,0.017268203232813785
agente investigado,1.4584065362741364e-07,8.448605222875445e-06,0.01726005532573074
inicial,5.789760718402779e-06,0.00033553487154540314,0.01725526600698887
garcia hernandez,3.438997548085586e-07,1.9934603568716527e-05,0.017250531373337256
presidente honor,4.974734412794008e-07,2.8840853265797802e-05,0.01724831746056108
espana reforma,4.790791576088927e-07,2.777889353307756e-05,0.01724553612987942
minuto actualidad,1.4319670095982033e-06,8.305400662633622e-05,0.01724118831319358
consejo seguridad,1.202188664328977e-06,6.974168380674863e-05,0.017237487844031715
congreso num,4.974768346008632e-06,0.00028874983776303146,0.017228584978483296
ii,6.641187358711197e-06,0.000386117232420048,0.01719988024674893
convivencia,8.011109781303495e-06,0.0004658814845174772,0.017195559068078604
perdio,4.725006927264121e-06,0.00027490909220137267,0.017187462597055315
escandalo filtracion,6.615385934013376e-07,3.849298427478391e-05,0.017185505887856063
sector privado,1.5657886772900923e-06,9.112863139255551e-05,0.01718199287502005
cortes,2.813773216861812e-05,0.0016388739985942536,0.01716893124414814
jefe policia,1.363551537653147e-06,7.942792987734218e-05,0.017166938290101682
coalicion partido,4.809742819894081e-07,2.8017192357916616e-05,0.017166499388869657
pegasus,6.137075786951934e-06,0.00035756348328479346,0.017163549719964404
presidente xunta,9.6191526215187e-06,0.0005606003691856794,0.0171586320516686
agosto,1.3181046079234034e-05,0.0007687215133601142,0.017146689280139852
favorita,1.3134847577764966e-06,7.663758124358577e-05,0.017138688327250684
google,1.4502268218516828e-06,8.464630901825303e-05,0.017132580334467115
reportero,2.5177425026711134e-06,0.000147029049708898,0.017123999533809203
manipulado,8.333952686700336e-07,4.868139268945358e-05,0.017119028515839116
manuel moreno,1.1073082151599554e-06,6.469655606874248e-05,0.01711514750237888
prorroga,1.2087409359244559e-05,0.0007063155511826721,0.017113303290153873
manipulo censo,3.520997415892698e-07,2.0589784816371737e-05,0.017099869904391173
corinna larsen,1.5313217512910548e-06,8.955801195468655e-05,0.017098466339332163
conformacion gobierno,7.152874467024091e-07,4.18347265740069e-05,0.01709752657067098
videoconferencia,2.9444772278359813e-06,0.00017228995901088611,0.017090143584666775
digno,8.678568693713531e-07,5.0801555112507234e-05,0.01708293741228958
jornalero,2.2966317726849736e-07,1.3443140809988347e-05,0.01708277088989344
coordinar,2.2281310741368167e-06,0.0001304427930594504,0.017081158266544237
libertad medida,2.429982771358798e-07,1.4234647453547279e-05,0.017069703217139506
pastora,7.540908732938428e-07,4.419868314376926e-05,0.0170610017913702
obtendria,1.0225314742427963e-05,0.0005996956991730795,0.01705081044555961
abrir juicio,1.8392372470221647e-07,1.0793376360953372e-05,0.01703884676168287
manipular,1.3177537076316903e-06,7.742557234597766e-05,0.017019398737469077
lider nacional,1.06822715988334e-06,6.278910590735771e-05,0.01701266695519565
expresion,1.4911237936026123e-05,0.0008779344017127558,0.0169844363343088
designacion,5.503561583213732e-06,0.0003240641237843931,0.016982887633645388
hipotetico,1.3310328018157418e-06,7.83998920267574e-05,0.01697726604132864
lopez madrid,1.6748386119106178e-06,9.868059212606648e-05,0.01697214825811686
imputado causa,1.033914155008104e-06,6.098080829619857e-05,0.016954468617693567
citado,7.247911468915272e-06,0.00042756344259537235,0.016951623537540907
derivo,1.0827327671700563e-06,6.388517100471062e-05,0.01694784254780618
subir tono,3.8548266420649547e-07,2.2747596936202275e-05,0.016945338004254483
economista,1.654497046027297e-06,9.764873254320863e-05,0.01694318051813614
candidato junta,1.615520872109766e-06,9.536099912655572e-05,0.016940929163678654
causa tandem,2.0923653415430053e-06,0.00012355914678693515,0.016933982323208484
presentado coalicion,6.377169090828788e-07,3.7665753975512666e-05,0.01693049816550323
mandataria,1.8909491596716032e-06,0.00011169348444781162,0.016929655649694453
silvia,3.17995247439286e-06,0.00018783458596965326,0.0169294463452022
junta andalucia,1.6624677266552772e-05,0.0009827367540960006,0.016916697457955564
empresario marcos,2.7510652543842105e-07,1.6262243494044705e-05,0.016915846186473193
llegada,1.483835024652672e-05,0.0008776036405552447,0.01690778462285564
euia,5.666625828631869e-07,3.351406548810877e-05,0.01690769731791932
desempleo,4.890687514062978e-06,0.00028934306836033645,0.01690267072616235
diputado trabajador,2.258696836889844e-07,1.3370342782351937e-05,0.016892071900744085
exalcalde,6.047750307211164e-06,0.00035831574816170013,0.01687822391288825
vivienda vacia,8.668778945474039e-07,5.137145657091111e-05,0.016874371062065595
camacho,1.5355618447223123e-06,9.10086163570846e-05,0.016872522994684364
celebrar viernes,1.9193469013197895e-07,1.1378254876189029e-05,0.0168670701395045
invertir,2.457403424630931e-06,0.00014570356135371184,0.016865658849659123
mejorar calidad,2.5219160633440054e-06,0.00014957424001579576,0.016860518245383933
sec,5.322963118351973e-07,3.161490711647376e-05,0.01683634475121036
federacion,8.11178765289171e-06,0.0004818891842462661,0.01683327014759497
ministerio fiscal,5.176822436826644e-06,0.000307543282314597,0.01683277087080131
debate reforma,2.0879157976765586e-06,0.0001240928276330029,0.016825299352127288
innovadora,4.78003075403847e-07,2.841770968182868e-05,0.016820013320643087
lucha,1.9508165951927676e-05,0.0011605130783965323,0.016809934765187738
chivite,3.818250336777669e-06,0.00022733750010007085,0.016795440873837626
spain,5.19398069851689e-07,3.0958759781511825e-05,0.016776553614019217
alcaldesa madrid,4.394531708144154e-06,0.0002620159990924128,0.016771933589676036
insuficiente,4.901363446138631e-06,0.0002924874527896758,0.016757459651452054
illa,1.1422204579848025e-05,0.0006818653540075034,0.01675138318926693
castillala,7.483175746338092e-06,0.00044705355111256475,0.016738842558956274
pasajero,4.2847339528783694e-07,2.5613080912112737e-05,0.01672804098487932
reflexion,5.649606304245042e-06,0.00033777575819234285,0.0167258586247309
pleno debate,9.809484003082692e-07,5.86485097691033e-05,0.016725602723196762
europeo derechos,4.049371348873191e-06,0.0002421117356202024,0.01672514805344797
lanzar campana,3.330367794977321e-07,1.992768531904138e-05,0.016711427480844584
num derecha,1.2670202580202412e-06,7.59041638935495e-05,0.016692148373424618
hija,6.539832006805121e-06,0.00039201174569108456,0.016682702485287724
inocencia,4.975959971324762e-06,0.00029880034599981034,0.016653070804198852
intencion voto,3.0296566972883803e-06,0.00018220654067537673,0.01662750447132183
escribio,3.927578669574492e-06,0.00023622907095546196,0.016626074122100168
escalonilla,2.7032657101480575e-06,0.00016259580086113248,0.016625577476501584
probablemente,3.942240701265827e-06,0.0002373297249632641,0.016610747310008167
evidencia,6.092734191785914e-06,0.00036703296722131367,0.01659991917890293
labor,8.848531687405506e-06,0.0005330850115289891,0.016598694199508785
presento,1.2381206557278718e-05,0.0007461415458174674,0.016593620919597842
psoe comunidad,6.656386083384983e-07,4.0120835865030594e-05,0.016590432466193697
reconfiguracion,1.4158490410058684e-06,8.541662528907316e-05,0.016575607624472175
virtud,2.2440950344654783e-06,0.00013539333316427455,0.016574512256304758
visto sentencia,2.83124685128786e-06,0.00017082926616019154,0.016573449862994027
ghali,1.4744142313335341e-06,8.904440323393645e-05,0.016558004992801405
actuan,2.6299581630715224e-06,0.0001588403060068505,0.016557142655060378
sanidad educacion,2.878099997388653e-06,0.00017389993112784888,0.016550227642385222
cifro,6.312228920087185e-07,3.814185861491258e-05,0.016548914133088375
ilicito,1.8377060785704246e-06,0.00011112732046179887,0.016536793419838904
plan recuperacion,2.9770816720104556e-06,0.00018024821169317665,0.016516475406716875
gobierno madrid,4.813195963243402e-06,0.0002917411283999471,0.016498117668645465
ohl,2.0277399386737706e-06,0.0001229332547457399,0.016494507107621598
ley enjuiciamiento,2.2215678325205507e-06,0.00013479880466873095,0.016480497416001674
derecho libertad,2.1523907070633506e-06,0.00013060519851818884,0.01648000425311819
bloqueo,1.3646556037720107e-05,0.0008281413975412312,0.016478513934604682
gobernabilidad,6.01712370508623e-06,0.0003653404299800028,0.0164698641088025
constructor,1.5916349093003594e-06,9.663849834926538e-05,0.016469817584814257
oro,2.365359120881898e-06,0.00014368204806173757,0.01646233952293073
publico comida,3.893663270297373e-07,2.3667738507768457e-05,0.016450658192110282
gustavo,1.4532794814097381e-06,8.834078001767852e-05,0.01645064748660164
dignidad,5.832456538679702e-06,0.00035465006699250597,0.016445619600526807
continuar,6.635024811054016e-06,0.00040368986619761634,0.01643590521021601
otegi,4.160799784599293e-06,0.0002535958947200737,0.016407140115781316
exito,9.431762510307535e-06,0.0005749502335085974,0.016404456518426615
experimento,9.051992341144888e-07,5.521289154204596e-05,0.016394411059129387
estimacion voto,6.959068136462535e-06,0.0004252078391573751,0.016366235824855222
convirtio,3.70029845553294e-06,0.00022611581478670342,0.0163645435171349
ayuno,5.70754622837976e-07,3.4879710508990865e-05,0.016363044631526585
civil num,1.7147340858177378e-06,0.00010480856791259705,0.01636047280767049
normalizar,1.8122318986123609e-06,0.00011078687287263236,0.016357673918839466
proporcionar,1.6205920114047383e-06,9.908775872362079e-05,0.016354953198323002
frecuencia,2.1460475063417084e-06,0.0001312316448255009,0.016353000499192045
juan munoz,7.163862379165128e-07,4.381033304101643e-05,0.016351619277273022
politico social,2.872343573117252e-06,0.00017566680107049333,0.01635099634431364
ministra igualdad,1.1924096439010265e-05,0.000730652379771003,0.01631977182223867
bajada,4.865011142771268e-06,0.0002982974034124342,0.01630920945977975
exjuez,2.466788221712681e-06,0.00015142268104507677,0.016290637003985867
aniversario num,1.2687221542246985e-06,7.787998862458746e-05,0.016290524512219094
moncloa num,8.069477004404875e-07,4.9550397806999105e-05,0.016285064320153378
partit,5.902300627016168e-07,3.626808432195684e-05,0.016273641139164328
ningun caso,3.666771408850525e-06,0.0002253527653976603,0.01627117879472803
abdicacion calvino,4.801735507266607e-07,2.951002578989235e-05,0.016270988143391552
victoria alvarez,3.8237349481625947e-07,2.3523216759783803e-05,0.016254462315189688
catalan,3.249647424940218e-05,0.002000351560936917,0.01624537338267091
movilizar sociedad,2.9395202051802786e-07,1.811915313978138e-05,0.016222380586435506
mariscal,1.5592116840801465e-06,9.615771249339127e-05,0.01621498087536589
cauto,3.771998924766981e-07,2.3269526464318954e-05,0.01620934073215165
obstante,1.0404363871259472e-05,0.0006419889900871067,0.016206426941092623
canto,2.589368950511851e-06,0.00015986934998282984,0.016196680314954904
importe,3.7089384479294048e-06,0.0002292632904038237,0.016177567127425383
turull rull,9.143730394668552e-07,5.65398818490924e-05,0.016171892081685544
derogar,7.499002574433667e-06,0.00046382443081731113,0.01616772620944825
adelanto electoral,8.082333617111587e-06,0.0004999106242679182,0.01616752486791548
considerado,7.723451572019377e-06,0.00047820576555628454,0.016150862196679508
ceoe,5.809894578579745e-06,0.00036033987393020196,0.016123329322071635
conservador pablo,6.031260541209709e-07,3.741078053169799e-05,0.01612128707988005
modificacion,1.2810109889447325e-05,0.000795507431643732,0.016103047283833598
dejar manos,3.989401976637773e-07,2.47735192925994e-05,0.016102843124909713
direccion partido,9.767939777092138e-06,0.0006066731524792894,0.01610080096073583
noelia,3.4072316938273867e-06,0.00021176368099070687,0.016089707112098218
marihuana,1.4475688709220338e-06,8.997376819628373e-05,0.016088609061643833
lectura,3.841422785440162e-06,0.00023877758898327987,0.01608780251946774
exministra justicia,1.439209627738318e-06,8.94721423682004e-05,0.016085381485939926
mendez,3.2083581593661584e-06,0.00019962191354840295,0.016072093640634205
revelo,3.2869217248284315e-06,0.000204533674250175,0.01607024205982825
visibilizar,7.596795535366035e-07,4.7304189907733385e-05,0.016059116452514486
formacion naranja,1.789344180941869e-05,0.0011149578758553507,0.01604852178578477
carmen,2.114572640368998e-05,0.001318202030384626,0.01604132741033077
judicial garantizar,2.742102534566679e-07,1.710410943108214e-05,0.016030897350378437
mil num,1.1073632610136967e-06,6.90879524340565e-05,0.01602808006201345
potencial,2.0619235033780595e-06,0.0001286515164262875,0.016027074795380746
vigo,4.292199174479947e-06,0.0002678513020863285,0.016024499849534895
negociado,2.2965980119677384e-06,0.00014337260832521551,0.016018275879326038
